permit_id,city,permit_date,units,permit_type,work_kind,is_residential,status,lng,lat,address,source_url
RP-2022-002169,philadelphia,2022-05-26,2,Residential Building,New Construction,true,Completed,-75.1777379004577,39.9801133112606,1612 N 26TH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2024-002826,philadelphia,2024-03-28,1,Residential Building,New Construction,true,Completed,-75.21412059996116,40.001323550817666,4096 CONSHOHOCKEN AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2020-004677,philadelphia,2020-11-19,10,Building,New Construction,true,Completed,-75.2265695998467,39.95685566109787,5230 WALNUT ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
1021404,philadelphia,2020-07-09,2,Residential Building,New Construction,true,Completed,-75.18965892949518,40.0595025211029,23 E DURHAM ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2021-009086,philadelphia,2022-10-28,4,Building,New Construction,true,Expired,-75.21669985972132,39.969464511208535,917 N 48TH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2022-002310,philadelphia,2022-05-12,2,Residential Building,New Construction,true,Issued,-75.11687962988753,39.98562095087028,2201 E SOMERSET ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-001758,philadelphia,2021-05-24,1,Residential Building,New Construction,true,Completed,-75.19099663028703,39.937934920962434,1248 S NEWKIRK ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-016032,philadelphia,2021-11-09,1,Residential Building,New Construction,true,Issued,-75.14292274047308,39.95547317128208,253 PHILIP WAY,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2023-005118,philadelphia,2023-05-26,1,Residential Building,New Construction,true,Completed,-75.17339712002028,39.97837380070981,2323 JEFFERSON ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-006087,philadelphia,2021-06-18,1,Residential Building,New Construction,true,Completed,-75.14770085014632,39.981740951352734,1952 N 8TH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
1037726,philadelphia,2020-01-14,2,Residential Building,New Construction,true,Completed,-75.1630365395612,39.98460797064128,1739 PAGE ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2022-009151,philadelphia,2023-01-30,1,Residential Building,New Construction,true,Completed,-75.12027705007287,39.969617450796896,2001 RICHMOND ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2024-004767,philadelphia,2024-12-03,3,Building,New Construction,true,Issued,-75.18295845958826,39.98882274119657,3029 RIDGE AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-012053,philadelphia,2021-05-28,2,Residential Building,New Construction,true,Completed,-75.1858470299829,40.00644255130427,3426 W WESTMORELAND ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2020-000972,philadelphia,2020-07-17,1,Building,New Construction,true,Completed,-75.18726154954705,39.95125613108058,3100 WALNUT ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-018243,philadelphia,2021-12-21,1,Residential Building,New Construction,true,Issued,-75.1362085296861,39.976985040541926,1748 MASCHER ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2022-006714,philadelphia,2023-11-01,4,Building,New Construction,true,Completed,-75.2091236200516,39.971955281127926,4217 MANTUA AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-017061,philadelphia,2022-02-08,1,Residential Building,New Construction,true,Completed,-75.15602557042348,39.92445019062453,1921 S 6TH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2024-002613,philadelphia,2024-03-28,2,Residential Building,New Construction,true,Completed,-75.21412059996116,40.001323550817666,4096 CONSHOHOCKEN AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2022-007107,philadelphia,2023-08-04,4,Building,New Construction,true,Completed,-75.20965392044774,39.97209910112212,4237 MANTUA AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-013997,philadelphia,2021-12-23,1,Residential Building,New Construction,true,Completed,-75.19313188958733,39.93638359135254,1349 S MYRTLEWOOD ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-010499,philadelphia,2021-11-09,1,Residential Building,New Construction,true,Completed,-75.16035854946372,39.94563359124717,1116 CYPRESS ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2020-000921,philadelphia,2021-11-30,10,Building,New Construction,true,Completed,-75.12969068003332,39.978997880793905,2023 FRANKFORD AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2020-006186,philadelphia,2021-04-15,43,Building,New Construction,true,Completed,-75.16851367955417,39.93614166056498,1439 FEDERAL ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-010568,philadelphia,2021-11-17,1,Residential Building,New Construction,true,Issued,-75.15314324028078,39.93543775090392,1032 S RANDOLPH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-015369,philadelphia,2021-12-02,1,Residential Building,New Construction,true,Completed,-75.1907472500198,39.90846716077182,2405 MILANO DR,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-007007,philadelphia,2021-06-04,1,Residential Building,New Construction,true,Completed,-75.1514921100777,39.98375918130082,2042 N 11TH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2020-005479,philadelphia,2021-02-22,31,Building,New Construction,true,Completed,-75.14771129971497,39.97109326081074,1223 N 7TH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2023-008722,philadelphia,2023-11-16,2,Residential Building,New Construction,true,Completed,-75.1856071705347,39.98283645133596,3116 CLIFFORD ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2020-004518,philadelphia,2020-12-21,80,Building,New Construction,true,Completed,-75.13389079964224,39.98060714075513,2009 N HOWARD ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-013254,philadelphia,2022-12-29,1,Residential Building,New Construction,true,Expired,-75.07988305017295,39.99740622051023,4204 E THOMPSON ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2020-004733,philadelphia,2020-12-30,105,Building,New Construction,true,Completed,-75.13372447965483,39.97900164088113,1900 N FRONT ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2022-003801,philadelphia,2022-11-03,55,Building,New Construction,true,Completed,-75.14110514991573,39.964051580597555,828-40 N 2ND ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-006057,philadelphia,2020-11-18,2,Residential Building,New Construction,true,Completed,-75.19354690980441,39.96709846082916,733 N 35TH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
1046269,philadelphia,2020-06-04,2,Residential Building,New Construction,true,Expired,-75.2023460705146,39.93871247060682,3617 SEARS ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-010654,philadelphia,2021-08-19,1,Residential Building,New Construction,true,Completed,-75.19044611046161,39.90942971076371,3411 MESSINA WAY,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-012172,philadelphia,2021-10-14,1,Residential Building,New Construction,true,Completed,-75.18332076039727,40.05301741059125,6675 ROSS ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-012796,philadelphia,2021-02-07,1,Residential Building,New Construction,true,Completed,-75.18160971011302,40.05133052077527,134 E SHARPNACK ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2023-006946,philadelphia,2024-02-24,4,Building,New Construction,true,Completed,-75.20156529056443,39.938238750940116,1320 GROVE ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-012636,philadelphia,2020-12-15,1,Residential Building,New Construction,true,Completed,-75.16960393965772,39.97544321063857,2000 SEYBERT ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-012542,philadelphia,2020-11-20,1,Residential Building,New Construction,true,Completed,-75.11693210992816,39.971272101012175,2001 BEACH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
1036923,philadelphia,2020-01-16,2,Residential Building,New Construction,true,Completed,-75.11291963044398,39.98139500063139,2820 LIVINGSTON ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2022-005089,philadelphia,2022-07-18,2,Residential Building,New Construction,true,Completed,-75.16351627960705,39.98011441050313,1718 N BOUVIER ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-019157,philadelphia,2021-12-08,1,Residential Building,New Construction,true,Completed,-75.11693210992816,39.971272101012175,2001 BEACH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-019108,philadelphia,2021-12-07,1,Residential Building,New Construction,true,Completed,-75.11693210992816,39.971272101012175,2001 BEACH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-013425,philadelphia,2020-11-25,1,Residential Building,New Construction,true,Completed,-75.11693210992816,39.971272101012175,2001 BEACH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-010754,philadelphia,2020-10-26,1,Residential Building,New Construction,true,Completed,-75.11693210992816,39.971272101012175,2001 BEACH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-010054,philadelphia,2021-08-17,2,Residential Building,New Construction,true,Expired,-75.1578214605263,39.984373550890744,2044 N CARLISLE ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2022-004986,philadelphia,2022-07-29,2,Residential Building,New Construction,true,Completed,-75.14569504984921,39.986014670541465,2249 N FRANKLIN ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-016115,philadelphia,2021-04-13,2,Residential Building,New Construction,true,Expired,-75.18148409951462,39.9276207107718,1934 S NORWOOD ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2024-010285,philadelphia,2024-11-21,1,Residential Building,New Construction,true,Completed,-75.17499054045916,39.97570615096331,1317 N 24TH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-007512,philadelphia,2020-10-28,2,Residential Building,New Construction,true,Completed,-75.13256704022947,39.98962273103645,141 W HUNTINGDON ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-016042,philadelphia,2021-12-09,1,Residential Building,New Construction,true,Completed,-75.1502267405822,39.93125221088105,307 EARP ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2022-009150,philadelphia,2023-01-17,1,Residential Building,New Construction,true,Completed,-75.12027705007287,39.969617450796896,2001 RICHMOND ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2023-006166,philadelphia,2023-10-04,1,Residential Building,New Construction,true,Issued,-75.12353871968789,39.973503070775855,852 MOYER ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2020-006082,philadelphia,2021-10-04,11,Building,New Construction,true,Completed,-75.14771197982947,39.983709500755516,809 DIAMOND ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-007684,philadelphia,2020-12-15,1,Residential Building,New Construction,true,Expired,-75.18526161051088,39.93354238134386,1514 S RINGGOLD ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2024-000909,philadelphia,2024-06-25,1,Building,New Construction,true,Completed,-75.16794259991408,40.00661403088965,3347-51 STOKLEY ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2022-003775,philadelphia,2023-04-13,14,Building,New Construction,true,Completed,-75.17541775018812,39.97892758109347,1515 N 25TH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2023-011717,philadelphia,2024-05-24,1,Residential Building,New Construction,true,Issued,-75.12215623994686,39.977705180978276,2501-35 E HAGERT ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2021-006298,philadelphia,2021-12-31,1,Building,New Construction,true,Expired,-75.1623583901722,40.04561624098643,846 E WOODLAWN ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-015455,philadelphia,2021-12-20,1,Residential Building,New Construction,true,Completed,-75.14698934043084,39.96888249129661,962 N 6TH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-017367,philadelphia,2021-12-13,1,Residential Building,New Construction,true,Completed,-75.13286472037133,39.974244880673695,1452 E COLUMBIA AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-013241,philadelphia,2021-12-06,1,Residential Building,New Construction,true,Completed,-75.14879128997022,39.96306154072496,650 FAIRMOUNT AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2022-012942,philadelphia,2023-02-22,2,Residential Building,New Construction,true,Completed,-75.15765809038592,40.02351179095705,4535 N 20TH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2021-008055,philadelphia,2022-04-12,4,Building,New Construction,true,Expired,-75.20692198059328,39.97066980053203,4132 PENNSGROVE ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2023-006866,philadelphia,2024-04-24,3,Building,New Construction,true,Completed,-75.13148506055266,39.97692594079371,1805 FRANKFORD AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-013194,philadelphia,2022-12-29,1,Residential Building,New Construction,true,Expired,-75.07988305017295,39.99740622051023,4204 E THOMPSON ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-010712,philadelphia,2020-09-30,1,Residential Building,New Construction,true,Completed,-75.11693210992816,39.971272101012175,2001 BEACH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
989244,philadelphia,2020-01-31,1,Residential Building,New Construction,true,Expired,-75.14817073017056,39.92355030110973,1914 S FRONT ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2024-002664,philadelphia,2024-03-28,2,Residential Building,New Construction,true,Issued,-75.21412059996116,40.001323550817666,4096 CONSHOHOCKEN AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2022-006926,philadelphia,2023-03-24,3,Building,New Construction,true,Completed,-75.20818031028766,39.9637255711737,644 BROOKLYN ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-008481,philadelphia,2020-10-15,2,Residential Building,New Construction,true,Completed,-75.13923324967786,39.982120650833316,2049 N 3RD ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2021-005588,philadelphia,2021-12-08,3,Building,New Construction,true,Issued,-75.23265047981965,39.947827131033726,5423 BALTIMORE AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2021-004620,philadelphia,2021-10-19,7,Building,New Construction,true,Completed,-75.20522132952433,39.96543547115221,717 N 41ST ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2021-005334,philadelphia,2021-12-13,14,Building,New Construction,true,Completed,-75.17432838050503,39.950224250681586,2008 WALNUT ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2022-014181,philadelphia,2023-02-24,1,Residential Building,New Construction,true,Completed,-75.1931388101971,40.01321083090271,3570 CALUMET ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2021-007811,philadelphia,2022-05-24,3,Building,New Construction,true,Completed,-75.24092218057335,39.958280530605364,5947 CHANCELLOR ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2023-011770,philadelphia,2024-05-24,1,Residential Building,New Construction,true,Issued,-75.12215623994686,39.977705180978276,2501-35 E HAGERT ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2023-004975,philadelphia,2023-05-25,1,Residential Building,New Construction,true,Completed,-75.17339712002028,39.97837380070981,2323 JEFFERSON ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-015463,philadelphia,2021-12-20,1,Residential Building,New Construction,true,Completed,-75.14728537032526,39.96869337058436,954 WENDLE CT,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2022-004459,philadelphia,2023-06-08,90,Building,New Construction,true,Completed,-75.16467516989393,40.02411835122863,4701-15 WAYNE AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
1029426,philadelphia,2020-01-08,2,Residential Building,New Construction,true,Completed,-75.22864106004846,40.03502509117338,240 FOUNTAIN ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2022-003748,philadelphia,2023-04-13,1,Building,New Construction,true,Completed,-75.25077444009361,39.975518740645875,6523-43 LANSDOWNE AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2024-000976,philadelphia,2024-05-16,2,Building,New Construction,true,Issued,-75.12811334054233,39.98143926138998,2143 E ARIZONA ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2022-001117,philadelphia,2022-03-14,4,Building,New Construction,true,Completed,-75.14342215966329,39.97847960066789,1800 N 5TH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
1043199,philadelphia,2020-01-31,3,Building,New Construction,true,Completed,-75.14163865941153,39.98027732109747,1917 N LAWRENCE ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2023-003907,philadelphia,2024-03-23,1,Residential Building,New Construction,true,Expired,-75.13169794984442,39.9815355908956,2017 ABIGAIL ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2020-002088,philadelphia,2021-02-12,108,Building,New Construction,true,Completed,-75.16085501018895,39.963115061306794,545 N BROAD ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-010410,philadelphia,2022-02-23,1,Master Plan,New Construction,true,Completed,-75.11687962988753,39.98562095087028,2201 E SOMERSET ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-007074,philadelphia,2020-09-15,1,Residential Building,New Construction,true,Expired,-75.18746553959716,39.93900575127145,2612 ANNIN ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-019241,philadelphia,2021-12-09,1,Residential Building,New Construction,true,Completed,-75.11693210992816,39.971272101012175,2001 BEACH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-019062,philadelphia,2021-12-10,1,Residential Building,New Construction,true,Completed,-75.11693210992816,39.971272101012175,2001 BEACH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-019213,philadelphia,2021-12-08,1,Residential Building,New Construction,true,Completed,-75.11693210992816,39.971272101012175,2001 BEACH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2023-005307,philadelphia,2024-04-04,3,Building,New Construction,true,Completed,-75.13184536021099,39.97918449122067,2144 E NORRIS ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-011394,philadelphia,2020-11-20,1,Residential Building,New Construction,true,Completed,-75.11693210992816,39.971272101012175,2001 BEACH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-012496,philadelphia,2020-11-20,1,Residential Building,New Construction,true,Completed,-75.11693210992816,39.971272101012175,2001 BEACH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2020-003180,philadelphia,2020-11-03,1,Building,New Construction,true,Completed,-75.17554174957742,39.94134591122295,1941 CHRISTIAN ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2020-004672,philadelphia,2021-12-08,10,Building,New Construction,true,Completed,-75.14010609008382,39.95733060091215,408-10 N FRONT ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-013159,philadelphia,2021-02-08,1,Residential Building,New Construction,true,Completed,-75.1930378801146,39.935861101233904,2923 GERRITT ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-015978,philadelphia,2021-06-04,1,Residential Building,New Construction,true,Completed,-75.13540994024117,39.98564340063929,2315 PALETHORP ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-001267,philadelphia,2020-10-30,1,Residential Building,New Construction,true,Issued,-75.16004373036166,39.93303113126992,916 WHARTON ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-007439,philadelphia,2021-06-18,1,Residential Building,New Construction,true,Completed,-75.15137137027985,39.916079500880144,2536 S 2ND ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2020-005960,philadelphia,2021-02-23,3,Building,New Construction,true,Completed,-75.15599862972296,39.92618855068976,600 MOORE ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-006518,philadelphia,2021-12-07,1,Residential Building,New Construction,true,Completed,-75.18133791000939,39.98221458054095,1720 N DOVER ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2022-008143,philadelphia,2022-10-31,1,Residential Building,New Construction,true,Expired,-75.17930250040797,39.98809655136359,2117 N NEWKIRK ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2021-008773,philadelphia,2022-07-14,1,Building,New Construction (Shell Only),true,Completed,-75.13966385949148,39.97720450065313,1700 N AMERICAN ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2024-002824,philadelphia,2024-03-28,1,Residential Building,New Construction,true,Completed,-75.21412059996116,40.001323550817666,4096 CONSHOHOCKEN AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2024-002815,philadelphia,2024-03-28,1,Residential Building,New Construction,true,Issued,-75.21412059996116,40.001323550817666,4096 CONSHOHOCKEN AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-013429,philadelphia,2020-12-11,1,Residential Building,New Construction,true,Completed,-75.18365182003731,39.9403583913391,1025 S 25TH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-011355,philadelphia,2021-11-15,1,Residential Building,New Construction (Stand Alone),true,Completed,-75.12878415988006,39.983045100646,2053 E YORK ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2020-004909,philadelphia,2020-11-17,3,Building,New Construction,true,Completed,-75.17455493017971,39.98102582084252,2415 CECIL B MOORE AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-010672,philadelphia,2020-12-15,1,Residential Building,New Construction,true,Completed,-75.13185104996515,39.98169553055219,2011 ABIGAIL ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-011115,philadelphia,2020-12-17,1,Residential Building,New Construction,true,Completed,-75.13189764025792,39.981778140710944,2007 ABIGAIL ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2022-003999,philadelphia,2023-06-26,1,Building,New Construction,true,Completed,-75.06229819999535,40.004192760968415,5000 RICHMOND ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2020-004646,philadelphia,2020-10-01,4,Building,New Construction,true,Completed,-75.15237832948628,39.95808985080935,800 CALLOWHILL ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2024-005037,philadelphia,2024-06-11,1,Residential Building,New Construction,true,Completed,-75.19167960958382,39.936973461096734,1308 S DOVER ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2024-010039,philadelphia,2024-10-04,1,Residential Building,New Construction,true,Completed,-75.11668332006481,39.98787438118226,2133 E WILLIAM ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
1036062,philadelphia,2020-02-18,2,Residential Building,New Construction,true,Completed,-75.13254619020977,39.98908655129023,2548 N HOWARD ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2021-009533,philadelphia,2022-04-12,9,Building,New Construction,true,Completed,-75.22192530944281,39.94072491098476,5303 CHESTER AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-011687,philadelphia,2020-11-11,2,Residential Building,New Construction,true,Completed,-75.14776485971367,39.986967221347115,911 W DAUPHIN ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-013500,philadelphia,2021-10-23,1,Residential Building,New Construction,true,Completed,-75.15837607972823,39.92362183049124,708 EMILY ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-012732,philadelphia,2020-11-21,1,Residential Building,New Construction,true,Completed,-75.11693210992816,39.971272101012175,2001 BEACH ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-018209,philadelphia,2021-12-17,1,Residential Building,New Construction,true,Issued,-75.1362085296861,39.976985040541926,1748 MASCHER ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-003011,philadelphia,2021-06-09,1,Residential Building,New Construction,true,Completed,-75.12176502056538,39.97797173089866,2509 E LETTERLY ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-006019,philadelphia,2020-10-07,1,Residential Building,New Construction,true,Completed,-75.13451269963946,39.98718283092257,2421 N HANCOCK ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-015228,philadelphia,2021-12-28,1,Residential Building,New Construction,true,Completed,-75.12971603958694,39.99222107088487,19 E SOMERSET ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-018925,philadelphia,2022-02-23,1,Residential Building,New Construction,true,Issued,-75.15185244946704,39.92665194085564,1713 S ORIANNA ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-012697,philadelphia,2020-12-06,1,Residential Building,New Construction,true,Completed,-75.18143799039234,39.93897494050208,1113 S 23RD ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-003847,philadelphia,2021-09-30,1,Residential Building,New Construction,true,Completed,-75.1025909596364,39.98537531109936,3221 MERCER ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2020-003857,philadelphia,2021-11-19,1,Residential Building,New Construction,true,Completed,-75.10233635999083,39.98550836112527,3231 MERCER ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2023-005606,philadelphia,2024-05-02,4,Building,New Construction,true,Completed,-75.14015333974355,39.98906675118383,2502 N LAWRENCE ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
CP-2020-000886,philadelphia,2021-05-05,1,Building,New Construction,true,Completed,-75.23472077961289,39.979576170899946,5610 LANCASTER AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2021-015556,philadelphia,2022-06-07,1,Residential Building,New Construction,true,Issued,-75.18709524055537,40.00457325053021,3883 RIDGE AVE,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
1036826,philadelphia,2020-02-14,2,Residential Building,New Construction,true,Completed,-75.19177100051071,39.93709628073133,2832 WHARTON ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
RP-2023-005754,philadelphia,2023-11-20,2,Residential Building,New Construction,true,Expired,-75.17369563970227,39.97990102118132,2337 TURNER ST,https://eclipse.phila.gov/phillylmsprod/int/lms/Login.aspx
