permit_id,city,permit_date,units,permit_type,work_kind,is_residential,status,lng,lat,address,source_url
BP-2019-06027,pittsburgh,2020-01-08,0,BUILDING,NEW CONSTRUCTION,true,Completed,-79.9767019405,40.427119177,"124 S 21ST ST, Pittsburgh, 15203-",https://data.wprdc.org/dataset/pli-permits
MP-2023-21367,pittsburgh,2024-01-22,0,MECHANICAL,NEW CONSTRUCTION,true,Completed,-79.9033232022,40.4576720199,"6920 BENNETT ST #201, Pittsburgh, PA 15208-",https://data.wprdc.org/dataset/pli-permits
FAS-2020-20146,pittsburgh,2021-04-08,0,Fire Alarm Permit,NEW SYSTEM,false,Completed,-80.0553715872,40.455351479,"3021 LANDIS ST, Pittsburgh, PA 15204-",https://data.wprdc.org/dataset/pli-permits
FAS-2024-10385,pittsburgh,2024-10-10,0,Fire Alarm Permit,NEW SYSTEM,false,Completed,-79.990107428,40.4583803129,"1146 GOETTMAN ST #3, Pittsburgh, PA 15212-",https://data.wprdc.org/dataset/pli-permits
SSP-2020-01534,pittsburgh,2020-06-05,0,Suppression System Permit,NEW SYSTEM,false,Completed,-79.9962833318,40.4510221241,"234 VOEGHTLY ST, Pittsburgh, PA 15212-",https://data.wprdc.org/dataset/pli-permits
FAS-2022-15355,pittsburgh,2022-10-21,0,Fire Alarm Permit,NEW SYSTEM,false,Issued,-79.961461068,40.4698007077,"4101 BUTLER ST, Pittsburgh, 15201-",https://data.wprdc.org/dataset/pli-permits
EP-2024-09609,pittsburgh,2024-06-24,0,ELECTRICAL,NEW CONSTRUCTION,true,Revoked,-80.0414442066,40.4129278975,"1329 KIRSOPP AVE, Pittsburgh, PA 15220-",https://data.wprdc.org/dataset/pli-permits
BP-2020-01455,pittsburgh,2020-08-19,0,BUILDING,NEW CONSTRUCTION,false,Completed,-79.9903585214,40.4486022823,"1447 SMALLMAN ST, Pittsburgh, PA 15222-",https://data.wprdc.org/dataset/pli-permits
MP-2023-15316,pittsburgh,2023-09-14,0,MECHANICAL,NEW CONSTRUCTION,true,Completed,-80.0794308566,40.4498994083,"104 CEDARWOOD PL, Pittsburgh, PA 15205-",https://data.wprdc.org/dataset/pli-permits
EP-2023-05927,pittsburgh,2023-09-05,0,ELECTRICAL,NEW CONSTRUCTION,true,Completed,-80.0197014994,40.460932068,"902 MORRISON ST, Pittsburgh, PA 15212-",https://data.wprdc.org/dataset/pli-permits
SSP-2019-09999,pittsburgh,2020-06-17,0,Suppression System Permit,NEW SYSTEM,false,Completed,-79.966989898,40.456858644,"3105 BRERETON ST, Pittsburgh, PA 15219-",https://data.wprdc.org/dataset/pli-permits
BP-2020-04645,pittsburgh,2020-12-11,0,BUILDING,NEW CONSTRUCTION,false,Completed,-79.9328580186,40.4200304837,"705 HAZELWOOD AVE, Pittsburgh, PA 15217-",https://data.wprdc.org/dataset/pli-permits
MP-2021-01090,pittsburgh,2021-09-23,0,MECHANICAL,NEW CONSTRUCTION,false,Completed,-79.9946266331,40.4353091287,"700 2ND AVE #533, Pittsburgh, PA 15219-",https://data.wprdc.org/dataset/pli-permits
EP-2022-16577,pittsburgh,2023-03-01,0,ELECTRICAL,NEW CONSTRUCTION,false,Completed,-79.9275565313,40.4621549752,"5818 PENN AVE, Pittsburgh, PA 15206-",https://data.wprdc.org/dataset/pli-permits
BP-2024-01665,pittsburgh,2024-04-25,0,BUILDING,NEW CONSTRUCTION,false,Completed,-79.9639972173,40.4685327573,"3913 BUTLER ST, Pittsburgh, PA 15201-",https://data.wprdc.org/dataset/pli-permits
MP-2020-08971,pittsburgh,2020-12-17,0,MECHANICAL,NEW CONSTRUCTION,true,Issued,-79.9871161227,40.4512735711,"1726 WATERFRONT PL, Pittsburgh, PA 15222-",https://data.wprdc.org/dataset/pli-permits
BP-2022-01601,pittsburgh,2023-01-20,0,BUILDING,NEW CONSTRUCTION,true,Completed,-79.9353850843,40.4661276679,"5400 KINCAID ST, Pittsburgh, PA 15206-",https://data.wprdc.org/dataset/pli-permits
FAS-2022-09376,pittsburgh,2022-09-26,0,Fire Alarm Permit,NEW SYSTEM,false,Completed,-79.9967302585,40.4435397614,"937 LIBERTY AVE, Pittsburgh, 15222-",https://data.wprdc.org/dataset/pli-permits
EP-2021-01369,pittsburgh,2021-03-12,0,ELECTRICAL,NEW CONSTRUCTION,true,Completed,-79.9784182121,40.4298755577,"1912 FOX Way, Pittsburgh, PA 15203-",https://data.wprdc.org/dataset/pli-permits
EP-2022-12618,pittsburgh,2022-12-15,0,ELECTRICAL,NEW CONSTRUCTION,true,Completed,-79.9879335135,40.445388572,"1547 CLIFF ST, Pittsburgh, PA 15219-",https://data.wprdc.org/dataset/pli-permits
MP-2020-14367,pittsburgh,2021-01-15,0,MECHANICAL,NEW CONSTRUCTION,false,Completed,-79.9705667215,40.4429998145,"22 STRAYHORN Way, Pittsburgh, PA 15213-",https://data.wprdc.org/dataset/pli-permits
SSP-2023-04334,pittsburgh,2023-05-01,0,Suppression System Permit,NEW SYSTEM,false,Completed,-79.9585219413,40.4413543266,"3612 5TH AVE #303, Pittsburgh, PA 15213-",https://data.wprdc.org/dataset/pli-permits
BP-2024-05014,pittsburgh,2024-08-08,0,BUILDING,NEW CONSTRUCTION,false,Completed,-79.9455790183,40.4651130984,"4842 PENN AVE #303, Pittsburgh, PA 15224-",https://data.wprdc.org/dataset/pli-permits
MP-2022-18548,pittsburgh,2023-06-30,0,MECHANICAL,NEW CONSTRUCTION,false,Completed,-79.9211060768,40.4587972853,"163 SHADY AVE #114, Pittsburgh, PA 15206-",https://data.wprdc.org/dataset/pli-permits
MP-2021-07742,pittsburgh,2021-07-06,0,MECHANICAL,NEW CONSTRUCTION,true,Completed,-79.9667617022,40.4391144437,"134 BURROWS ST, Pittsburgh, PA 15213-",https://data.wprdc.org/dataset/pli-permits
OLP-2022-11818,pittsburgh,2022-08-05,0,Occupant Load Placard Permit,NEW,false,Completed,-80.005125866,40.4386640696,"20 STANWIX ST #2000, Pittsburgh, PA 15222-",https://data.wprdc.org/dataset/pli-permits
SP-2020-06781,pittsburgh,2020-06-25,0,Sign Permit,NEW,false,Completed,-80.0399340529,40.4045335337,"2858 BANKSVILLE RD, Pittsburgh, PA 15216-",https://data.wprdc.org/dataset/pli-permits
MP-2021-12497,pittsburgh,2021-08-09,0,MECHANICAL,NEW CONSTRUCTION,true,Completed,-80.0131692102,40.4644839126,"2022 DRUM ST, Pittsburgh, 15214-",https://data.wprdc.org/dataset/pli-permits
MP-2024-06651,pittsburgh,2024-05-03,0,MECHANICAL,NEW CONSTRUCTION,true,Completed,-79.9819997078,40.4398191177,"1738 REED ST #424, Pittsburgh, PA 15219-",https://data.wprdc.org/dataset/pli-permits
SP-2021-01683,pittsburgh,2021-02-12,0,Sign Permit,NEW,false,Completed,-80.0106423909,40.4457886059,"353 NORTH SHORE DR, Pittsburgh, PA 15212",https://data.wprdc.org/dataset/pli-permits
SP-2024-12216,pittsburgh,2024-10-29,0,Sign Permit,NEW,false,Completed,-80.0530772325,40.4285314217,"2251 NOBLESTOWN RD, Pittsburgh, PA 15205-",https://data.wprdc.org/dataset/pli-permits
SP-2024-12790,pittsburgh,2024-10-21,0,Sign Permit,NEW,false,Issued,-79.9485233329,40.4446808469,"417 S CRAIG ST, Pittsburgh, PA 15213-",https://data.wprdc.org/dataset/pli-permits
EP-2020-05583,pittsburgh,2020-05-14,0,ELECTRICAL,NEW CONSTRUCTION,true,Completed,-79.9635398255,40.467214096,"208 39TH ST, Pittsburgh, PA 15201-",https://data.wprdc.org/dataset/pli-permits
SP-2022-07208,pittsburgh,2022-08-24,0,Sign Permit,NEW,false,Issued,-80.0294061465,40.3977177859,"2676 WEST LIBERTY AVE, Pittsburgh, PA 15216-",https://data.wprdc.org/dataset/pli-permits
EP-2021-16593,pittsburgh,2021-10-12,0,ELECTRICAL,NEW CONSTRUCTION,true,Completed,-79.9272692725,40.4649651114,"300 N SAINT CLAIR ST, Pittsburgh, PA 15206-",https://data.wprdc.org/dataset/pli-permits
OLP-2021-06583,pittsburgh,2021-05-18,0,Occupant Load Placard Permit,NEW,false,Completed,-79.9148003067,40.4566645641,"136 BAKERY SQUARE BLVD, Pittsburgh, 15206-",https://data.wprdc.org/dataset/pli-permits
OLP-2020-20364,pittsburgh,2020-12-28,0,Occupant Load Placard Permit,NEW,false,Completed,-80.0220131787,40.4471260635,"757 CASINO DR, Pittsburgh, PA 15212-",https://data.wprdc.org/dataset/pli-permits
MP-2021-13366,pittsburgh,2021-08-12,0,MECHANICAL,NEW CONSTRUCTION,true,Completed,-79.8915499672,40.4518101343,"520 N BRADDOCK AVE, Pittsburgh, PA 15208-",https://data.wprdc.org/dataset/pli-permits
SP-2023-01464,pittsburgh,2023-01-31,0,Sign Permit,NEW,false,Completed,-79.9231444019,40.4351891868,"1926 MURRAY AVE, Pittsburgh, PA 15217-",https://data.wprdc.org/dataset/pli-permits
FAS-2024-02843,pittsburgh,2024-04-10,0,Fire Alarm Permit,NEW SYSTEM,false,Completed,-79.9275565313,40.4621549752,"5818 PENN AVE, Pittsburgh, PA 15206-",https://data.wprdc.org/dataset/pli-permits
MP-2022-13667,pittsburgh,2023-01-04,0,MECHANICAL,NEW CONSTRUCTION,true,Completed,-80.0148955897,40.4520146239,"823 WESTERN AVE, Pittsburgh, PA 15233-",https://data.wprdc.org/dataset/pli-permits
MP-2021-06775,pittsburgh,2021-12-10,0,MECHANICAL,NEW CONSTRUCTION,true,Completed,-80.0228369611,40.4342454815,"454 SWEETBRIAR ST, Pittsburgh, PA 15211-",https://data.wprdc.org/dataset/pli-permits
BDA-2024-06509,pittsburgh,2024-12-12,0,Building & Development Application,New Construction,false,Completed,-79.9903585214,40.4486022823,"1447 SMALLMAN ST, Pittsburgh, PA 15222-",https://data.wprdc.org/dataset/pli-permits
SP-2022-13280,pittsburgh,2023-03-07,0,Sign Permit,NEW,false,Completed,-79.9903585214,40.4486022823,"1447 SMALLMAN ST, Pittsburgh, PA 15222-",https://data.wprdc.org/dataset/pli-permits
FAS-2022-00643,pittsburgh,2024-12-05,0,Fire Alarm Permit,NEW SYSTEM,false,Completed,-79.9974299804,40.3907430675,"2140 SAW MILL RUN BLVD, Pittsburgh, 15210-",https://data.wprdc.org/dataset/pli-permits
SP-2020-00823,pittsburgh,2020-07-27,0,Sign Permit,NEW,false,Completed,-80.0161155067,40.4600065159,"1805 BUENA VISTA ST, Pittsburgh, PA 15212-",https://data.wprdc.org/dataset/pli-permits
OLP-2021-09152,pittsburgh,2021-06-17,0,Occupant Load Placard Permit,NEW,false,Completed,-79.895407612,40.4488368125,"7514 THOMAS BLVD, Pittsburgh, PA 15208-",https://data.wprdc.org/dataset/pli-permits
SSP-2024-05745,pittsburgh,2024-04-23,0,Suppression System Permit,NEW SYSTEM,false,Completed,-79.9814716979,40.4403107392,"1800 REED ST #616, Pittsburgh, PA 15219-",https://data.wprdc.org/dataset/pli-permits
SP-2021-11625,pittsburgh,2021-08-02,0,Sign Permit,NEW,false,Completed,-80.0177995755,40.4077223063,"1701 WEST LIBERTY AVE, Pittsburgh, 15226-",https://data.wprdc.org/dataset/pli-permits
SP-2022-00730,pittsburgh,2022-01-24,0,Sign Permit,NEW,false,Completed,-79.9614108377,40.4416931682,"203 LOTHROP ST, Pittsburgh, PA 15213-",https://data.wprdc.org/dataset/pli-permits
BP-2022-15429,pittsburgh,2023-08-23,0,BUILDING,NEW CONSTRUCTION,true,Issued,-80.0082267008,40.4588610488,"10 ALPINE AVE, Pittsburgh, PA 15212-",https://data.wprdc.org/dataset/pli-permits
SP-2022-16543,pittsburgh,2023-01-05,0,Sign Permit,NEW,false,Completed,-79.9602108519,40.4367623558,"300 HALKET ST, Pittsburgh, PA 15213-",https://data.wprdc.org/dataset/pli-permits
SSP-2023-11360,pittsburgh,2023-07-20,0,Suppression System Permit,NEW SYSTEM,false,Completed,-80.0809420052,40.4498763913,"1862 BROADHEAD FORDING RD, Pittsburgh, PA 15205-",https://data.wprdc.org/dataset/pli-permits
EP-2022-08606,pittsburgh,2022-08-02,0,ELECTRICAL,NEW CONSTRUCTION,false,Issued,-80.0062008801,40.4405489603,"300 LIBERTY AVE #110, Pittsburgh, PA 15222-",https://data.wprdc.org/dataset/pli-permits
FAS-2021-18860,pittsburgh,2022-05-09,0,Fire Alarm Permit,NEW SYSTEM,false,Completed,-79.9874931934,40.4380318427,"118 STEVENSON ST, Pittsburgh, PA 15219-",https://data.wprdc.org/dataset/pli-permits
SSP-2024-06220,pittsburgh,2024-05-30,0,Suppression System Permit,NEW SYSTEM,false,Completed,-80.0507005096,40.4312273014,"100 GUYLAND ST, Pittsburgh, 15205-",https://data.wprdc.org/dataset/pli-permits
SSP-2021-06604,pittsburgh,2021-05-07,0,Suppression System Permit,NEW SYSTEM,false,Completed,-79.952951594,40.4829181033,"5301 BUTLER ST #300, Pittsburgh, PA 15201-",https://data.wprdc.org/dataset/pli-permits
EP-2021-18792,pittsburgh,2022-04-04,0,ELECTRICAL,NEW CONSTRUCTION,false,Completed,-80.080342908,40.4450218346,"2260 ROSWELL DR #115, Pittsburgh, PA 15205-",https://data.wprdc.org/dataset/pli-permits
MP-2023-11793,pittsburgh,2023-09-18,0,MECHANICAL,NEW CONSTRUCTION,true,Completed,-80.0794308566,40.4498994083,"104 CEDARWOOD PL, Pittsburgh, PA 15205-",https://data.wprdc.org/dataset/pli-permits
SSP-2021-10252,pittsburgh,2021-09-08,0,Suppression System Permit,NEW SYSTEM,false,Completed,-79.9653667311,40.4580430951,"3211 DOBSON ST, Pittsburgh, PA 15219-",https://data.wprdc.org/dataset/pli-permits
BP-2021-14239,pittsburgh,2021-12-13,0,BUILDING,NEW CONSTRUCTION,false,Completed,-79.9491343074,40.4171431368,"4339 LYTLE ST, Pittsburgh, PA 15207-",https://data.wprdc.org/dataset/pli-permits
EP-2020-16837,pittsburgh,2021-02-23,0,ELECTRICAL,NEW CONSTRUCTION,false,Completed,-79.964597393,40.4668584018,"3725 BUTLER ST, Pittsburgh, PA 15201",https://data.wprdc.org/dataset/pli-permits
EP-2024-02675,pittsburgh,2024-06-04,0,ELECTRICAL,NEW CONSTRUCTION,false,Issued,-80.0262781848,40.4581942993,"1807 FULTON ST, Pittsburgh, PA 15233-",https://data.wprdc.org/dataset/pli-permits
SP-2023-18958,pittsburgh,2023-12-01,0,Sign Permit,NEW,false,Completed,-79.9567760891,40.4798175783,"125 51ST ST, Pittsburgh, PA 15201-",https://data.wprdc.org/dataset/pli-permits
EP-2024-12936,pittsburgh,2024-10-18,0,ELECTRICAL,NEW CONSTRUCTION,true,Completed,-79.9950334736,40.4229180369,"719 EXCELSIOR ST, Pittsburgh, PA 15210-",https://data.wprdc.org/dataset/pli-permits
SSP-2022-08599,pittsburgh,2022-08-23,0,Suppression System Permit,NEW SYSTEM,false,Completed,-79.9903585214,40.4486022823,"1447 SMALLMAN ST, Pittsburgh, PA 15222-",https://data.wprdc.org/dataset/pli-permits
EP-2020-05764,pittsburgh,2020-05-11,0,ELECTRICAL,NEW CONSTRUCTION,true,Completed,-79.9796124505,40.4303463551,"1818 WHARTON ST, Pittsburgh, 15203-",https://data.wprdc.org/dataset/pli-permits
MP-2020-09023,pittsburgh,2020-07-02,0,MECHANICAL,NEW CONSTRUCTION,true,Completed,-79.9502160297,40.484030221,"143 55TH ST, Pittsburgh, PA 15201-",https://data.wprdc.org/dataset/pli-permits
SSP-2022-08500,pittsburgh,2022-08-09,0,Suppression System Permit,NEW SYSTEM,false,Completed,-79.9373961933,40.4481567579,"5131 5TH AVE, Pittsburgh, PA 15232-",https://data.wprdc.org/dataset/pli-permits
MP-2020-19583,pittsburgh,2020-12-17,0,MECHANICAL,NEW CONSTRUCTION,true,Completed,-79.9878333698,40.4506348221,No primary address specified,https://data.wprdc.org/dataset/pli-permits
EP-2021-06263,pittsburgh,2021-04-21,0,ELECTRICAL,NEW CONSTRUCTION,true,Completed,-79.9260783769,40.4678613675,"513 N SAINT CLAIR ST, Pittsburgh, PA 15206-",https://data.wprdc.org/dataset/pli-permits
BP-2023-18473,pittsburgh,2024-04-01,0,BUILDING,NEW CONSTRUCTION,false,Issued,-80.0184547241,40.4603235851,"1901 BRIGHTON RD, Pittsburgh, 15212-",https://data.wprdc.org/dataset/pli-permits
BP-2024-01797,pittsburgh,2024-05-10,0,BUILDING,NEW CONSTRUCTION,false,Completed,-79.9914618561,40.4415602968,"626 WASHINGTON PL #2501, Pittsburgh, PA 15219-",https://data.wprdc.org/dataset/pli-permits
BP-2022-13563,pittsburgh,2022-11-04,0,BUILDING,NEW CONSTRUCTION,true,Completed,-80.0236691753,40.4349457666,"440 WYOLA ST, Pittsburgh, PA 15211-",https://data.wprdc.org/dataset/pli-permits
SSP-2023-11439,pittsburgh,2024-05-15,0,Suppression System Permit,NEW SYSTEM,false,Completed,-80.0047899978,40.4429946157,"625 STANWIX ST, Pittsburgh, 15222-",https://data.wprdc.org/dataset/pli-permits
SP-2022-18688,pittsburgh,2022-12-16,0,Sign Permit,NEW,false,Completed,-79.8952514739,40.4477341308,"141 N BRADDOCK AVE, Pittsburgh, PA 15208-",https://data.wprdc.org/dataset/pli-permits
BP-2019-06098,pittsburgh,2020-11-04,0,BUILDING,NEW CONSTRUCTION,true,Completed,-80.0151314895,40.4580994714,"1601 BUENA VISTA ST, Pittsburgh, PA 15212-",https://data.wprdc.org/dataset/pli-permits
BP-2021-07429,pittsburgh,2021-07-21,0,BUILDING,NEW CONSTRUCTION,false,Completed,-79.9133217409,40.4652844329,"116 WINSLOW ST, Pittsburgh, PA 15206-",https://data.wprdc.org/dataset/pli-permits
SP-2022-00742,pittsburgh,2022-02-03,0,Sign Permit,NEW,false,Completed,-79.9598453087,40.4424544322,"200 LOTHROP ST, Pittsburgh, PA 15213-",https://data.wprdc.org/dataset/pli-permits
OLP-2020-10318,pittsburgh,2020-07-17,0,Occupant Load Placard Permit,NEW,false,Completed,-79.9645088098,40.4655987346,"221 36TH ST, Pittsburgh, PA 15201-",https://data.wprdc.org/dataset/pli-permits
MP-2023-15218,pittsburgh,2023-09-14,0,MECHANICAL,NEW CONSTRUCTION,true,Completed,-80.0794308566,40.4498994083,"104 CEDARWOOD PL, Pittsburgh, PA 15205-",https://data.wprdc.org/dataset/pli-permits
SSP-2021-14645,pittsburgh,2021-09-13,0,Suppression System Permit,NEW SYSTEM,false,Completed,-79.9809615427,40.4290789354,"1733 E CARSON ST, Pittsburgh, PA 15203-",https://data.wprdc.org/dataset/pli-permits
EP-2023-12221,pittsburgh,2023-07-24,0,ELECTRICAL,NEW CONSTRUCTION,true,Completed,-80.0246087361,40.4395173164,"219 SEWARD ST, Pittsburgh, PA 15211-",https://data.wprdc.org/dataset/pli-permits
SSP-2021-03921,pittsburgh,2021-04-16,0,Suppression System Permit,NEW SYSTEM,false,Completed,-79.9776779877,40.455798496,"2635 PENN AVE #508, Pittsburgh, PA 15222-",https://data.wprdc.org/dataset/pli-permits
SP-2022-05987,pittsburgh,2022-05-02,0,Sign Permit,NEW,false,Completed,-80.0017605409,40.441442142,"510 MARKET ST, Pittsburgh, PA 15222-",https://data.wprdc.org/dataset/pli-permits
SP-2022-18127,pittsburgh,2022-12-15,0,Sign Permit,NEW,false,Issued,-79.9983361881,40.4396403468,"440 SMITHFIELD ST, Pittsburgh, PA 15222-",https://data.wprdc.org/dataset/pli-permits
EP-2020-07223,pittsburgh,2020-06-03,0,ELECTRICAL,NEW CONSTRUCTION,true,Completed,-79.9502855649,40.4841255515,"135 55TH ST, Pittsburgh, PA 15201-",https://data.wprdc.org/dataset/pli-permits
MP-2021-18858,pittsburgh,2022-05-06,0,MECHANICAL,NEW CONSTRUCTION,false,Completed,-79.9874931934,40.4380318427,"118 STEVENSON ST, Pittsburgh, PA 15219-",https://data.wprdc.org/dataset/pli-permits
EP-2022-00048,pittsburgh,2022-01-20,0,ELECTRICAL,NEW CONSTRUCTION,true,Completed,-79.8724946044,40.4579960168,"168 EYMARD ST, Pittsburgh, 15221-",https://data.wprdc.org/dataset/pli-permits
EP-2020-00624,pittsburgh,2020-01-21,0,ELECTRICAL,NEW CONSTRUCTION,false,Completed,-79.9488564386,40.480164103,"5314 DUNCAN ST, Pittsburgh, 15201-",https://data.wprdc.org/dataset/pli-permits
BP-2022-05312,pittsburgh,2022-07-26,0,BUILDING,NEW CONSTRUCTION,true,Issued,-79.9747073957,40.4305683074,"2132 MERRIMAN Way, Pittsburgh, PA 15203-",https://data.wprdc.org/dataset/pli-permits
FAS-2022-07014,pittsburgh,2022-07-06,0,Fire Alarm Permit,NEW SYSTEM,false,Completed,-79.9870652587,40.4307740741,"1101 MURIEL ST, Pittsburgh, 15203-",https://data.wprdc.org/dataset/pli-permits
BP-2021-18698,pittsburgh,2022-11-28,0,BUILDING,NEW CONSTRUCTION,true,Completed,-79.9869088388,40.4459379217,"1703 CLIFF ST, Pittsburgh, PA 15219-",https://data.wprdc.org/dataset/pli-permits
SP-2020-12873,pittsburgh,2020-09-14,0,Sign Permit,NEW,false,Completed,-80.0144646671,40.4464973616,"120 ART ROONEY AVE, Pittsburgh, PA 15212-",https://data.wprdc.org/dataset/pli-permits
MP-2022-07122,pittsburgh,2022-05-13,0,MECHANICAL,NEW CONSTRUCTION,true,Issued,-79.9272692725,40.4649651114,"300 N SAINT CLAIR ST, Pittsburgh, PA 15206-",https://data.wprdc.org/dataset/pli-permits
EP-2022-06311,pittsburgh,2022-04-27,0,ELECTRICAL,NEW CONSTRUCTION,true,Completed,-79.9700068204,40.428526109,"2419 WRIGHTS Way, Pittsburgh, 15203-",https://data.wprdc.org/dataset/pli-permits
EP-2024-00355,pittsburgh,2024-02-14,0,ELECTRICAL,NEW CONSTRUCTION,false,Completed,-79.9518450536,40.4401082078,"371 YARROW Way #2, Pittsburgh, PA 15213-",https://data.wprdc.org/dataset/pli-permits
MP-2023-17302,pittsburgh,2024-06-05,0,MECHANICAL,NEW CONSTRUCTION,false,Completed,-79.9527528068,40.4546339386,"419 MELWOOD AVE #1025, Pittsburgh, PA 15213-",https://data.wprdc.org/dataset/pli-permits
SP-2021-00493,pittsburgh,2021-01-27,0,Sign Permit,NEW,false,Completed,-80.0028789729,40.441415782,"100 5TH AVE #200, Pittsburgh, PA 15222-",https://data.wprdc.org/dataset/pli-permits
BP-2022-08439,pittsburgh,2023-01-31,0,BUILDING,NEW CONSTRUCTION,false,Completed,-79.9114649997,40.4661519408,"624 LARIMER AVE, Pittsburgh, PA 15206-",https://data.wprdc.org/dataset/pli-permits
BP-2021-11434,pittsburgh,2024-07-09,0,BUILDING,NEW CONSTRUCTION,false,Completed,-79.9863619454,40.4492489145,"1636 PENN AVE, Pittsburgh, PA 15222-",https://data.wprdc.org/dataset/pli-permits
SSP-2022-13452,pittsburgh,2022-09-13,0,Suppression System Permit,NEW SYSTEM,false,Completed,-79.9343355065,40.4507361279,"5428 WALNUT ST, Pittsburgh, 15232-",https://data.wprdc.org/dataset/pli-permits
SP-2020-00842,pittsburgh,2020-05-21,0,Sign Permit,NEW,false,Expired,-79.9957663816,40.4357534604,"615 1ST AVE #345, Pittsburgh, PA 15219-",https://data.wprdc.org/dataset/pli-permits
OLP-2019-01072,pittsburgh,2020-07-01,0,Occupant Load Placard Permit,NEW,false,Completed,-79.9469244864,40.4851652898,"5645 BUTLER ST, Pittsburgh, PA 15201-",https://data.wprdc.org/dataset/pli-permits
EP-2021-08801,pittsburgh,2021-07-26,0,ELECTRICAL,NEW CONSTRUCTION,false,Completed,-79.999742107,40.4437901909,"731 PENN AVE #1113, Pittsburgh, PA 15222-",https://data.wprdc.org/dataset/pli-permits
EP-2020-19623,pittsburgh,2020-12-04,0,ELECTRICAL,NEW CONSTRUCTION,true,Completed,-79.9654270987,40.4580140628,"3209 DOBSON ST, Pittsburgh, PA 15219-",https://data.wprdc.org/dataset/pli-permits
OLP-2020-14162,pittsburgh,2020-09-08,0,Occupant Load Placard Permit,NEW,false,Completed,-79.9838714065,40.438263794,"1600 5TH AVE, Pittsburgh, PA 15219-",https://data.wprdc.org/dataset/pli-permits
EP-2019-08990,pittsburgh,2020-07-06,0,ELECTRICAL,NEW CONSTRUCTION,false,Completed,-79.9796122559,40.4549553695,"2552 SMALLMAN ST, Pittsburgh, PA 15222-",https://data.wprdc.org/dataset/pli-permits
BP-2023-17986,pittsburgh,2024-01-03,0,BUILDING,NEW CONSTRUCTION,true,Completed,-79.9950334736,40.4229180369,"719 EXCELSIOR ST, Pittsburgh, PA 15210-",https://data.wprdc.org/dataset/pli-permits
FP-2023-08423,pittsburgh,2023-10-26,0,Floodplain Permit,New Construction,false,Issued,-79.9842097179,40.4530446649,"2128 RAILROAD ST, Pittsburgh, PA 15222-",https://data.wprdc.org/dataset/pli-permits
EP-2023-10287,pittsburgh,2023-06-21,0,ELECTRICAL,NEW CONSTRUCTION,true,Revoked,-79.9358706306,40.4660957477,"215 N AIKEN AVE, Pittsburgh, 15206-",https://data.wprdc.org/dataset/pli-permits
MP-2020-01344,pittsburgh,2020-07-14,0,MECHANICAL,NEW CONSTRUCTION,false,Completed,-79.9458306973,40.4476132808,"4735 5TH AVE, Pittsburgh, PA 15213-",https://data.wprdc.org/dataset/pli-permits
BP-2019-05951,pittsburgh,2020-01-14,0,BUILDING,NEW CONSTRUCTION,true,Completed,-79.9250820463,40.4676003867,"525 N EUCLID AVE, Pittsburgh, 15206-",https://data.wprdc.org/dataset/pli-permits
FAS-2024-08115,pittsburgh,2024-05-28,0,Fire Alarm Permit,NEW SYSTEM,false,Completed,-79.9593808315,40.4714385891,"4402 BUTLER ST #203, Pittsburgh, PA 15201-",https://data.wprdc.org/dataset/pli-permits
MP-2023-14022,pittsburgh,2023-08-18,0,MECHANICAL,NEW CONSTRUCTION,true,Completed,-80.0264338422,40.4577429756,"1313 COLUMBUS AVE, Pittsburgh, 15233-",https://data.wprdc.org/dataset/pli-permits
SSP-2020-01473,pittsburgh,2020-02-24,0,Suppression System Permit,NEW SYSTEM,false,Completed,-79.9148997702,40.4316587536,"2435 BEECHWOOD BLVD, Pittsburgh, 15217-",https://data.wprdc.org/dataset/pli-permits
BP-2020-01571,pittsburgh,2020-07-27,0,BUILDING,NEW CONSTRUCTION,false,Completed,-79.9296214621,40.4623681682,"141 S SAINT CLAIR ST #601, Pittsburgh, PA 15206-",https://data.wprdc.org/dataset/pli-permits
EP-2020-08872,pittsburgh,2020-08-05,0,ELECTRICAL,NEW CONSTRUCTION,false,Completed,-80.0859878913,40.4426931777,"463 NAPOR BLVD #121, Pittsburgh, PA 15205-",https://data.wprdc.org/dataset/pli-permits
MP-2023-15208,pittsburgh,2023-09-14,0,MECHANICAL,NEW CONSTRUCTION,true,Completed,-80.0794308566,40.4498994083,"104 CEDARWOOD PL, Pittsburgh, PA 15205-",https://data.wprdc.org/dataset/pli-permits
MP-2021-16243,pittsburgh,2021-10-04,0,MECHANICAL,NEW CONSTRUCTION,true,Completed,-80.0100896517,40.4582041459,"211 ALPINE AVE, Pittsburgh, PA 15212-",https://data.wprdc.org/dataset/pli-permits
EP-2021-14729,pittsburgh,2021-09-16,0,ELECTRICAL,NEW CONSTRUCTION,true,Completed,-79.9497171833,40.4636788855,"4636 ROSINA Way, Pittsburgh, PA 15224-",https://data.wprdc.org/dataset/pli-permits
EP-2021-09294,pittsburgh,2022-08-04,0,ELECTRICAL,NEW CONSTRUCTION,false,Completed,-79.9373961933,40.4481567579,"5131 5TH AVE, Pittsburgh, PA 15232-",https://data.wprdc.org/dataset/pli-permits
SSP-2020-01350,pittsburgh,2020-03-13,0,Suppression System Permit,NEW SYSTEM,false,Completed,-80.0014605142,40.4531384975,"401 E OHIO ST, Pittsburgh, PA 15212-",https://data.wprdc.org/dataset/pli-permits
